caseID,verbatim
3, //IR does not recognize the name at all// 
5, IR does not have a guess 
9," R HAS NO IDEA, COULD BE A BUS DRIVER FOR ALL SHE KNOWS, NEVER HAS HEARD THAT NAME BEFORE "
10, R IS NOT FAMILIAR WITH THE NAME OR PERSON//NO 
13, don't know 
15, DON'T KNOW 
17, DON'T KNOW 
19, DON'T KNOW 
21, don't know 
23, senate// 
24, works in the white House?//James brown relative?// 
25, judge//   
27, no idea// 
30, Military 
32, don't know 
35, don't know 
38, secretary of something 
39, secretary of defense 
40, don't know 
44, no idea 
45, judge 
46, senator 
48, prime minister of England 
50, chief justice 
51, no guess 
55, don't know 
57, senator 
60, I don't know 
62, don't know 
64, Senator 
67," can't guess i'm sorry, i don't remember "
68, prime minister of england 
69, draw a complete blank 
72, house committee supervisor 
73, i don't know 
79, congressman 
82, senator 
83, //doesn't ring a bell 
86, dk//i have no idea 
89, SENATOR 
90, dk//dk 
92, dk//governor 
93, dk// congressman 
95," i can not answer that//i couldn't guess, dk "
98, senator 
101," don't know - doesn't ring a bell// sounds familiar but I DK,part of the cabinet "
104, prime minister of England 
106," dk//no, dk "
108, senator 
110, advisor to prsident 
111, secretary 
113, /white house/ i guess 
115, //no idea at all//  
117, house of representatives 
119, just cant guess 
121, i don't know//i never heard the name 
124, secretary of treasury 
125, don't know//congressw 
126, don't know 
128, no idea 
130, senator 
132, prime minister of england 
134, don't know 
138, no idea 
141, prime minister of england 
147, president's press secty 
148, sect of the treasury 
149, no guess at all 
150, prime minister of england 
152, prime minister of england 
157, congressman 
160, congress man 
162, don't know//don't have one 
164, don't know 
166, house of representatives 
167, don't know who he is 
169, dk 
171, dk 
173, dk 
176, don't know//dk 
178, don't know//dk 
179, prime minister of great britian 
181, don't know//dk 
182, don't know//congressman 
183," its so familiar, don't know, //don't know, have no idea "
186," i don't know//governor, idon't know "
187, <RF> 
189, dk 
190," don't know, never even heard the name//i wouldn't know, something in the govt "
193, don't know 
195, supreme courtjudge 
199, congress 
201, republican office//no 
202, dk 
203," no clue//superintendent of schools, mayor of somewhere "
208, dk//dk 
211, dk 
214, don't know//don't know 
216, dont know   
220, dk//dk//No 
221, dont know him 
223, honestly i don't know// never heard his name 
226, dk//dk 
228, congress d/k// 
230, governor 
231, DK//NO 
233, dk 
234, obama selected him as attorney general 
236, Prime Minister of Grat Britian 
237," don't know him,//prob. a congressman "
243, pRIME mINISTER OF eNGLAND 
245, DK// DK 
248, dk// dk 
250, dk//dk 
252, democrat 
254, never heard of him 
256, NO IDEA 
257, prime minister of UK 
258," dont know, attorney general for CA "
260, SECRETARY 
263, no guess i dont knpow thaqt person 
266," NO GUESS, A DEMOCRAT "
267," i dont know, no guess "
270," i dont know him, no guess "
272, dont know 
274, congress 
275, prime minister of england 
276, prime minister of england 
277, prime minister of the UK 
278, mayor 
279, pm of great britain 
282, never heard of him senator 
283, washington politician 
286, congress 
287, prime minister of the united kingdom 
289, prime minister of the UK 
291, financial consultant 
293, english prime minister 
296, I don't know// no 
298, i don't know 
301, i don't know him 
303, i have no idea who that is 
305, I don't know him 
307, idon't know// no 
308, I don't know him 
310," I don't know, I haven't heard of him "
315, i don't know 
318, I have never heard of him 
321, I don't know// i don't know 
323, senator 
325, don't know//don't know//no 
326, don't know//democrat political 
329, don't know//i idea whatsoever 
331, no idea//none what so ever//no 
334, do idea//no 
336, don't know//cheif of staff//no 
337,      don't know//no 
338, prime minister of labor party//england 
343, Prime Minister of Grrat Britain 
344, prime minister of england 
346, Prime Minister of England 
347, prime minister of england 
348," don't know,//don't have one, i don't guess "
349, congress something 
352, //no//no 
353, don't know//  no 
354, //spokes person for white house 
357, dk//no 
358, //justice 
360, dk//can't answer//no 
363, don't know//no 
364, //no 
367, undecided 
368, no//don't know 
373, commerce 
374, have no idea 
377, rep.  public affairs 
378," can""t recall "
379, senate 
382," ""//"" dept of education "
387, i dont know 
389, representive 
390, couldnt tell you 
392, senator 
393, senator 
394, congressman 
395, prime minister of Britian 
396, undecided 
398, //no//no 
401, //no 
404, //don't know//no 
406, prime minister of england 
407, //neverheard//no 
408, education 
409, prime minister of britain 
411, //no 
412, //no 
413, dk//dk 
415, dk//congress? 
416, dk--never heard the name 
417, dk 
420, dk//dk name 
421, dk//dk 
423, dk//dk 
424," English, isn't he?  Prime minister (prompted by husband) "
425, dk//treasury? 
426," treasury, secretary of hte treasury "
427, dk//dk 
428, dk//dk 
429, dk// 
430," dk, never heard of him "
431," england, tony blair's position Prime minister? "
433, trying to run for district senate? 
434, congressman 
435, dk 
436, supreme court judge 
438, dk 
439, dk//somebody fro city council? 
440, dk//never heard of him 
441, dk// 
442, dont know who he is 
443, dk//dk/ 
444, dk//dk 
446, dk//dk 
447, prime minister of britain 
449, dk//treasury person?  DK 
450, dk//dk 
451, respondent does not know 
453, supreme court justice 
454, prime minister of Great Britain 
455, respondent has no idea\\no 
456, respondent has no clue 
457, respondent has no clue 
459, //don't know//no 
461, don't know. 
462, respondent does not know this answer 
463, respondent does not recogonize this name 
464, don't know//no 
466, senate 
467, //don't know. 
470, //i don't know. 
472, //never heard of him. 
473," //don't remember, don't know. "
475, //cabinet member//no 
476, //don't know him at all// 
478, //senator 
479, money 
480, //i don't know. 
481, house of representatives 
482, democrat 
483, senator 
484, dont know 
485, someone in administration 
487, don't know 
488, senate 
489, don't know 
490, prime minister of england 
491, don't know 
492, don't know 
493, don't know him 
494, never heard of him 
495, mayor of something//blind man from NY??//black??  just took office because his predecessor did some kind of crime//no 
496, political office - R does not know 
497, will have to come back to this one//no 
498, mayor?? 
499,  DOES NOT RECOGNIZE EVEN AFTER PROBING  
500,  R doesn't know. 
501, REPUBLICAN???? 
502, doesn't know anything about him.  she is not familiar with him 
503, secretary of defense 
504, R does not know - even after probing 
508, does not know who he is// is he in government// Dk even after probe 
510, city council?? 
511,  does not know even after probing 
513, never heard his name//i don't know//no 
515, DON'T KNOW WHO HE IS//DON'T KNOW WHO HE IS 
516," NO IDEA//OWNS ALOCAL MCDONALD'S//NEVER HEARD THE NAME//I DON'T KNOW, NO IDEA WHAT POLITICAL OFFICE HE HOLDS//STOP "
517, REPRESENTATIVE 
518, DON'T KNOW WHO HE IS//SECRETARY OF DEFENSE 
520, HOUSE REPRESENTATIVE 
521, DON'T KNOW// DON'T KNOW WHO HE IS 
522, I DON'T KNOW// SECRETARY 
523," NO IDEA//NO IDEA// CONGRESSMAN, I DON'T KNOW "
524, I DON'T KNOW// I REALLY HAVE NO IDEA//STOP 
525, HE IS IN CONGRESS OR SOME PLACE BUT I DON'T KNOW 
526, i don't know//um a name like that i should remmeber // I don;'t know  
529, dont know/o 
531, he runs the outhouses. 
533, i dont know//no 
534, first seat in congress 
535, no idea//the one obama selected as sec of state//if not i dont know 
536, i dont know 
537, dont kno 
538, house of representatives 
539, i do'nt know // I don't have 1 
540, i ndont know//no 
541, he is the prime min of eng 
543, i dont know/i dont know/no 
545, newly elected staff for barack obama 
546, i don't kn ow //i don't know 
547, i dont know//in the senate or the house? 
548, //house of representatives 
549, i don't know who that is//i really wouldn't know what to say 
550, i dont know//clueless//no 
551, dont know/ 
552, i have no idea//no 
553, never heard of//i have know idea 
554, not familiar with 
555, //financial advisor 
556, i dont even know who he is. 
557, dont know//i have no idea//no 
558,  representative/no 
559, i dont know//i dont know who he his//no 
560, i dont know// 
561, i dont know//no 
562, i have npo idea // i have no idea 
563, dont know 
564, i don't know//he is a adviewer not wicth way  
565, i don't know// idon't know  
566, i don't have a clue // he holds a office some where 
568, i 'm not sure // senaater 
569,  dont know//one of the cabinet people for obama 
570, i do know//i don't know 
571, i don't know//sec of state 
572, prime minister 
573, he is the sec of enconic affairs 
574, i don';t know//i don't have a guess 
575, um idon't know // coneress 
576, i don;t know//leadin rep in the house 
577, i have no idea// sec of def 
578, i do'nt know a\/ and have no guess 
579, no idea//houe of rep 
581, no doesnt ring a bell 
582, no 
583, never heard of him //  
584, nope 
